THIRD              0   136.500     3.330     0.000     0.000     0.000
AR                 0   136.500     3.330     0.000     0.000     0.000
C                  0    71.400     3.298     0.000     0.000     0.000 ! J
C2                 1    97.530     3.621     0.000     1.760     4.000
C2O                1   232.400     3.828     0.000     0.000     1.000 ! J
CN2                1   232.400     3.828     0.000     0.000     1.000 ! OIS
C2H                1   209.000     4.100     0.000     0.000     2.500
C2H2               1   209.000     4.100     0.000     0.000     2.500
H2CC               1   209.000     4.100     0.000     0.000     2.500 !HR
C2H2OH             2   224.700     4.162     0.000     0.000     1.000 ! J
C2HO               2   224.700     4.162     0.000     0.000     1.000 !   !
C2H2O              2   224.700     4.162     0.000     0.000     1.000 !   !
C2H3               2   209.000     4.100     0.000     0.000     1.000 ! J
C2H4               2   280.800     3.971     0.000     0.000     1.500
C2H5               2   252.300     4.302     0.000     0.000     1.500
C2H6               2   252.300     4.302     0.000     0.000     1.500
C2N                1   232.400     3.828     0.000     0.000     1.000 ! OIS
C2N2               1   349.000     4.361     0.000     0.000     1.000 ! OIS
C3H2               2   209.000     4.100     0.000     0.000     1.000 ! J
C3H4               1   252.000     4.760     0.000     0.000     1.000
C3H3               1   252.000     4.760     0.000     0.000     1.000    !
C3H4P              1   252.000     4.760     0.000     0.000     1.000 ! JAM
C3H4CY             1   252.000     4.760     0.000     0.000     1.000 ! HR
C3H5               2   266.800     4.982     0.000     0.000     1.000 ! cp
C3H6               2   266.800     4.982     0.000     0.000     1.000
C3H7               2   266.800     4.982     0.000     0.000     1.000
C4H4               2   357.000     5.180     0.000     0.000     1.000    !
C4H5               2   357.000     5.180     0.000     0.000     1.000    !
C4H6               2   357.000     5.180     0.000     0.000     1.000
I-C4H7             2   357.000     5.180     0.000     0.000     1.000 !HR/11/99
IC3H7              2   266.800     4.982     0.000     0.000     1.000
NC3H7              2   266.800     4.982     0.000     0.000     1.000
C3H8               2   266.800     4.982     0.000     0.000     1.000
C4H                1   357.000     5.180     0.000     0.000     1.000
C4H2               1   357.000     5.180     0.000     0.000     1.000
C4H3               1   357.000     5.180     0.000     0.000     1.000    !
C4H2OH             2   224.700     4.162     0.000     0.000     1.000 ! J
C4H5O              2   224.700     4.162     0.000     0.000     1.000    !
C4H613             2   357.000     5.176     0.000     0.000     1.000    !
C4H612             2   357.000     5.176     0.000     0.000     1.000
C4H6-1             2   357.000     5.176     0.000     0.000     1.000 ! HR/04/01
C4H8               2   357.000     5.176     0.000     0.000     1.000
C4H9               2   357.000     5.176     0.000     0.000     1.000
SJC4H9             2   357.000     5.176     0.000     0.000     1.000
C4H9               2   357.000     5.176     0.000     0.000     1.000
IJC4H9             2   357.000     5.176     0.000     0.000     1.000
C5H2(L)            1   357.000     5.180     0.000     0.000     1.000
C5H3(L)            1   357.000     5.180     0.000     0.000     1.000
C5H4(L)            1   357.000     5.180     0.000     0.000     1.000  !HR,6/99
C5H3               1   357.000     5.180     0.000     0.000     1.000  !HR,10/00
C5H4               1   357.000     5.180     0.000     0.000     1.000  !HR,10/00
C5H4S              1   357.000     5.180     0.000     0.000     1.000  !HR,10/00
C5H5               1   357.000     5.180     0.000     0.000     1.000  !
C5H4H              1   357.000     5.180     0.000     0.000     1.000    !
C5H5(L)            1   357.000     5.180     0.000     0.000     1.000    !
C5H6               1   357.000     5.180     0.000     0.000     1.000    !
C5H5CH3            2   412.300     5.349     0.000     0.000     1.000 ! HR
C5H5CH2            2   412.300     5.349     0.000     0.000     1.000 ! HR
C5H4CH3            2   412.300     5.349     0.000     0.000     1.000 ! HR
C6H                1   357.000     5.180     0.000     0.000     1.000
C6H2               1   357.000     5.180     0.000     0.000     1.000
C6H3               1   357.000     5.180     0.000     0.000     1.000 ! CP
C6H5               2   412.300     5.349     0.000     0.000     1.000 ! JAM
C6H4               2   412.300     5.349     0.000     0.000     1.000 ! JAM
BENZYNE            2   412.300     5.349     0.000     0.000     1.000 ! JAM
C6H5(L)            2   412.300     5.349     0.000     0.000     1.000 ! JAM
C5H4O              2   450.000     5.500     0.000     0.000     1.000 !    !
BICC5H4O           2   450.000     5.500     0.000     0.000     1.000 ! HR
C5H5O              2   450.000     5.500     0.000     0.000     1.000 !    !
C6H5O              2   450.000     5.500     0.000     0.000     1.000 ! JAM
PC6H4O2            2   450.000     5.500     0.000     0.000     1.000 ! HR
OC6H4O2            2   450.000     5.500     0.000     0.000     1.000 ! HR
C6H3O2             2   450.000     5.500     0.000     0.000     1.000 ! HR
C6H3O3             2   450.000     5.500     0.000     0.000     1.000 !  "
C6H4OH             2   450.000     5.500     0.000     0.000     1.000 ! CP=c6h5o!
C5H5OH             2   450.000     5.500     0.000     0.000     1.000 ! JAM
C5H4OH             2   450.000     5.500     0.000     0.000     1.000 !    !
C6H5OH             2   450.000     5.500     0.000     0.000     1.000 !    !
C6H6               2   412.300     5.349     0.000     0.000     1.000 ! SVE
C6H6OH             2   450.000     5.500     0.000     0.000     1.000 !    !
C6H7               2   412.300     5.549     0.000     0.000     1.000 ! JAM
C6H813             2   412.300     5.549     0.000     0.000     1.000 ! guess
C6H814             2   412.300     5.549     0.000     0.000     1.000 ! guess
C6H6D              2   412.300     5.349     0.000     0.000     1.000 ! LIN
C6H6F              2   412.300     5.349     0.000     0.000     1.000 ! LIN
C7H5               2   450.000     5.549     0.000     0.000     1.000 ! cp 
C6H5CH             2   450.000     5.549     0.000     0.000     1.000 ! as C6H7
C7H7               2   450.000     5.549     0.000     0.000     1.000 ! cp
C7H8               2   450.000     5.549     0.000     0.000     1.000 ! cp
C6H5CO             2   450.000     5.754     0.000     0.000     1.000 ! C7H8O
C6H5CHO            2   450.000     5.754     0.000     0.000     1.000 ! C7H8O
C6H5CH2OH          2   450.000     5.754     0.000     0.000     1.000 ! C7H8O
C6H5OCH3           2   450.000     5.754     0.000     0.000     1.000 ! C7H8O
C7H8O              2   450.000     5.754     0.000     0.000     1.000 !ro=1.8
C8H6               2   450.000     5.646     0.000     0.000     1.000 ! cp
C8H5               2   450.000     5.646     0.000     0.000     1.000 ! HR
A1C2HJ2            2   450.000     5.646     0.000     0.000     1.000 ! HR
C6H5CHCH           2   450.000     5.646     0.000     0.000     1.000 ! HR
C8H7               2   450.000     5.646     0.000     0.000     1.000 ! cp
C8H7J2             2   450.000     5.646     0.000     0.000     1.000 ! HR
C8H8               2   450.000     5.683     0.000     0.000     1.000 ! cp !
C8H8O              2   450.000     5.957     0.000     0.000     1.000 !ro=1.8!
C8H10              2   450.000     5.719     0.000     0.000     1.000 ! cp
C8H9               2   450.000     5.719     0.000     0.000     1.000 ! HR
C6H5C3H2           2   450.000     5.719     0.000     0.000     1.000 !HR
C9H7               2   450.000     5.873     0.000     0.000     1.000 ! cp
C10H7              2   450.000     6.090     0.000     0.000     1.000 ! cp !
C10H7P             2   450.000     6.090     0.000     0.000     1.000 ! cp, HR
C10H7S             2   450.000     6.090     0.000     0.000     1.000 ! cp, HR
C10H7J1            2   450.000     6.090     0.000     0.000     1.000 ! cp, HR
C10H7J2            2   450.000     6.090     0.000     0.000     1.000 ! cp, HR
C10H8              2   450.000     6.090     0.000     0.000     1.000 ! cp !
C10H9              2   450.000     6.105     0.000     0.000     1.000 ! cp !
C11H9              2   450.000     6.286     0.000     0.000     1.000 ! cp !
C12H9              2   450.000     6.463     0.000     0.000     1.000 ! cp !
C12H10             2   450.000     6.477     0.000     0.000     1.000 !ro=1.8!
C6H5OC6H5          2   450.000     6.477     0.000     0.000     1.000 !C12H10, HR
CH                 1    80.000     2.750     0.000     0.000     0.000
CH2                1   144.000     3.800     0.000     0.000     0.000
CHH                1   144.000     3.800     0.000     0.000     0.000
HCH                1   144.000     3.800     0.000     0.000     0.000
CH2(S)             1   144.000     3.800     0.000     0.000     0.000
CH2CHCCH           2   357.000     5.180     0.000     0.000     1.000 ! JAM
CH2CHCCH2          2   357.000     5.180     0.000     0.000     1.000 ! JAM
CH2CHCH2           2   260.000     4.850     0.000     0.000     1.000 ! JAM
CH2CHCHCH          2   357.000     5.180     0.000     0.000     1.000 ! JAM
CH2CHCHCH2         2   357.000     5.180     0.000     0.000     1.000 ! JAM
CH2CO              2   436.000     3.970     0.000     0.000     2.000
CH2O               2   498.000     3.590     0.000     0.000     2.000
CH2OH              2   417.000     3.690     1.700     0.000     2.000
CH3                1   144.000     3.800     0.000     0.000     0.000
CH3CC              2   252.000     4.760     0.000     0.000     1.000 ! JAM
CH3CCCH2           2   357.000     5.180     0.000     0.000     1.000 ! JAM
CH3CCCH3           2   357.000     5.180     0.000     0.000     1.000 ! JAM
CH3CCH2            2   260.000     4.850     0.000     0.000     1.000 ! JAM
CH3CHCH            2   260.000     4.850     0.000     0.000     1.000 ! JAM
CH3CH2CCH          2   357.000     5.180     0.000     0.000     1.000 ! JAM
CH3CHO             2   436.000     3.970     0.000     0.000     2.000
CH3CO              2   436.000     3.970     0.000     0.000     2.000
CH2CHO             2   436.000     3.970     0.000     0.000     2.000 !est. HR
CH3OCH3            2   436.000     3.970     0.000     0.000     2.000 !est. HR
CH3OCH2            2   436.000     3.970     0.000     0.000     2.000 !est. HR
CH3COCH3           2   436.000     3.970     0.000     0.000     2.000 !est. HR
C2H5CHO            2   436.000     3.970     0.000     0.000     2.000 !est. HR
C2H5CO             2   436.000     3.970     0.000     0.000     2.000 !est. HR
CH2CHCHO           2   436.000     3.970     0.000     0.000     2.000 !est. HR
CHCHCHO            2   436.000     3.970     0.000     0.000     2.000 !est. HR
CH2CHCO            2   436.000     3.970     0.000     0.000     2.000 !est. HR
HCCCHO             2   436.000     3.970     0.000     0.000     2.000 !est. HR
HCCCO              2   436.000     3.970     0.000     0.000     2.000 !est. HR
CH3O               2   417.000     3.690     1.700     0.000     2.000
CH3OH              2   481.800     3.626     0.000     0.000     1.000 ! SVE
CH4                2   141.400     3.746     0.000     2.600    13.000
CH4O               2   417.000     3.690     1.700     0.000     2.000
CN                 1    75.000     3.856     0.000     0.000     1.000 ! OIS
CNC                1   232.400     3.828     0.000     0.000     1.000 ! OIS
CNN                1   232.400     3.828     0.000     0.000     1.000 ! OIS
CO                 1    98.100     3.650     0.000     1.950     1.800
CO2                1   244.000     3.763     0.000     2.650     2.100
F                  0    80.000     2.750     0.000     0.000     0.000
F2                 1   125.700     3.301     0.000     1.600     3.800
H                  0   145.000     2.050     0.000     0.000     0.000
H2C4O              2   357.000     5.180     0.000     0.000     1.000 ! JAM
H2                 1    38.000     2.920     0.000     0.790   280.000
H2CCCCH            2   357.000     5.180     0.000     0.000     1.000 ! JAM
H2CCCCH2           2   357.000     5.180     0.000     0.000     1.000 ! JAM
H2CCCH             2   252.000     4.760     0.000     0.000     1.000 ! JAM
H2CN               1   569.000     3.630     0.000     0.000     1.000 ! os/jm
H2NO               2   116.700     3.492     0.000     0.000     1.000 ! JAM
H2O                2   572.400     2.605     1.844     0.000     4.000
H2O2               2   107.400     3.458     0.000     0.000     3.800
H2S                2   301.000     3.600     0.000     0.000     1.000 ! OIS
HC2N2              1   349.000     4.361     0.000     0.000     1.000 ! OIS
HCCHCCH            2   357.000     5.180     0.000     0.000     1.000 ! JAM
HCCO               2   150.000     2.500     0.000     0.000     1.000 ! J
HCCOH              2   436.000     3.970     0.000     0.000     2.000
HCN                1   569.000     3.630     0.000     0.000     1.000 ! OIS
HCO                2   498.000     3.590     0.000     0.000     0.000
HCO+               1   498.000     3.590     0.000     0.000     0.000
HE                 0    10.200     2.576     0.000     0.000     0.000 ! J
HF                 1   330.000     3.148     1.920     2.460     1.000 ! sv/mec
HO2                2   107.400     3.458     0.000     0.000     1.000 ! J
O                  0    80.000     2.750     0.000     0.000     0.000
